item_code,design_code,design_name,category,karat,gold_color,ring_size,diamond_grade,actual_net_weight,actual_diamond_weight,cert_lab,cert_number,hallmark_number,price,status
YRA-0075-14Y-OS,NK-015,Ivy Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,JK/SI,3.485,0.53,GIA,244892161,,48900.0,in_stock
YRA-0075-18W-OS,NK-015,Ivy Diamond Pendant,Necklaces & Pendants,18Kt,White,,JK/SI,4.182,0.54,GIA,993843483,,62000.0,sold
YRA-0075-18R-OS,NK-015,Ivy Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,HI/SI,4.182,0.53,GIA,514276144,,79200.0,sold
YRA-0076-14R-OS,NK-016,Maya Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,JK/SI,5.53,1.31,GIA,703019602,,95500.0,in_stock
YRA-0076-14Y-OS,NK-016,Maya Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,JK/SI,5.53,1.32,IGI,520920867,,95800.0,in_stock
YRA-0076-18R-OS,NK-016,Maya Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,IJ/SI,6.636,1.33,IGI,345185760,,136900.0,in_stock
YRA-0076-18W-OS,NK-016,Maya Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,6.636,1.33,GIA,951423020,,136900.0,in_stock
YRA-0077-14R-OS,NK-017,Nora Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,3.352,0.26,IGI,189227215,,41600.0,in_stock
YRA-0077-14W-OS,NK-017,Nora Diamond Pendant,Necklaces & Pendants,14Kt,White,,JK/SI,3.352,0.27,IGI,413674050,,38000.0,in_stock
YRA-0077-18R-OS,NK-017,Nora Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,IJ/SI,4.022,0.27,GIA,809742733,,54400.0,in_stock
YRA-0077-18Y-OS,NK-017,Nora Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,HI/SI,4.022,0.25,IGI,503347817,,57700.0,sold
YRA-0078-14W-OS,NK-018,Pia Diamond Pendant,Necklaces & Pendants,14Kt,White,,IJ/SI,2.828,0.14,IGI,991878769,,30900.0,sold
YRA-0078-14R-OS,NK-018,Pia Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,2.828,0.15,IGI,288277061,,34100.0,in_stock
YRA-0078-18Y-OS,NK-018,Pia Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,JK/SI,3.394,0.15,GIA,890902834,,39400.0,in_stock
YRA-0078-18R-OS,NK-018,Pia Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,JK/SI,3.394,0.13,GIA,244990250,,38600.0,sold
YRA-0079-14R-OS,NK-019,Riya Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,JK/SI,6.022,1.04,IGI,802871788,,89300.0,in_stock
YRA-0079-14W-OS,NK-019,Riya Diamond Pendant,Necklaces & Pendants,14Kt,White,,HI/SI,6.022,1.01,IGI,996374598,,121700.0,sold
YRA-0079-18Y-OS,NK-019,Riya Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,JK/SI,7.226,1.02,IGI,882609042,,110500.0,in_stock
YRA-0079-18R-OS,NK-019,Riya Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,IJ/SI,7.226,1.02,GIA,247094707,,126200.0,in_stock
YRA-0080-14W-OS,NK-020,Sia Diamond Pendant,Necklaces & Pendants,14Kt,White,,HI/SI,6.215,1.1,GIA,929869812,,129700.0,in_stock
YRA-0080-14R-OS,NK-020,Sia Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,6.215,1.09,IGI,964258717,,109600.0,sold
YRA-0080-18W-OS,NK-020,Sia Diamond Pendant,Necklaces & Pendants,18Kt,White,,JK/SI,7.458,1.09,GIA,841795704,,115500.0,sold
YRA-0080-18R-OS,NK-020,Sia Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,JK/SI,7.458,1.08,GIA,986776666,,115100.0,in_stock
YRA-0081-14Y-OS,NK-021,Avni Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,IJ/SI,4.396,1.47,IGI,392433055,,114800.0,in_stock
YRA-0081-14R-OS,NK-021,Avni Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,4.396,1.47,GIA,570617179,,140900.0,in_stock
YRA-0081-18W-OS,NK-021,Avni Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,5.275,1.44,GIA,951768362,,129200.0,sold
YRA-0081-18R-OS,NK-021,Avni Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,HI/SI,5.275,1.44,GIA,638219049,,154800.0,sold
YRA-0082-14Y-OS,NK-022,Bela Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,JK/SI,4.867,0.73,GIA,668378070,,68000.0,in_stock
YRA-0082-14R-OS,NK-022,Bela Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,4.867,0.74,GIA,582816069,,92900.0,sold
YRA-0082-18Y-OS,NK-022,Bela Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,IJ/SI,5.84,0.72,GIA,361322923,,96400.0,sold
YRA-0082-18R-OS,NK-022,Bela Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,HI/SI,5.84,0.75,GIA,995930209,,111400.0,sold
YRA-0083-14R-OS,NK-023,Cia Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,2.501,0.16,GIA,475510437,,29200.0,sold
YRA-0083-14W-OS,NK-023,Cia Diamond Pendant,Necklaces & Pendants,14Kt,White,,HI/SI,2.501,0.17,GIA,818773956,,32800.0,sold
YRA-0083-18R-OS,NK-023,Cia Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,JK/SI,3.001,0.15,IGI,543676154,,35500.0,in_stock
YRA-0083-18Y-OS,NK-023,Cia Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,JK/SI,3.001,0.14,IGI,720432915,,35100.0,in_stock
YRA-0084-14Y-OS,NK-024,Dua Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,IJ/SI,2.963,0.31,IGI,897799732,,41000.0,sold
YRA-0084-14W-OS,NK-024,Dua Diamond Pendant,Necklaces & Pendants,14Kt,White,,IJ/SI,2.963,0.33,GIA,240959542,,42100.0,in_stock
YRA-0084-18W-OS,NK-024,Dua Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,3.556,0.31,IGI,928418102,,51900.0,in_stock
YRA-0084-18R-OS,NK-024,Dua Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,IJ/SI,3.556,0.32,IGI,340375197,,52400.0,in_stock
YRA-0085-14R-OS,NK-025,Ela Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,JK/SI,3.619,0.34,IGI,579825521,,42800.0,in_stock
YRA-0085-14Y-OS,NK-025,Ela Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,IJ/SI,3.619,0.34,IGI,142525907,,48100.0,in_stock
YRA-0085-18R-OS,NK-025,Ela Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,IJ/SI,4.343,0.36,GIA,455447524,,62400.0,in_stock
YRA-0085-18Y-OS,NK-025,Ela Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,JK/SI,4.343,0.35,IGI,402482291,,56400.0,sold
YRA-0086-14Y-OS,NK-026,Fia Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,JK/SI,5.639,1.39,IGI,529646396,,99400.0,in_stock
YRA-0086-14R-OS,NK-026,Fia Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,5.639,1.4,IGI,815875802,,121300.0,sold
YRA-0086-18Y-OS,NK-026,Fia Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,IJ/SI,6.767,1.4,GIA,176645790,,141900.0,in_stock
YRA-0086-18R-OS,NK-026,Fia Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,IJ/SI,6.767,1.38,GIA,833009466,,140800.0,sold
YRA-0087-14W-OS,NK-027,Gia Diamond Pendant,Necklaces & Pendants,14Kt,White,,HI/SI,4.78,0.29,IGI,930342310,,60200.0,in_stock
YRA-0087-14Y-OS,NK-027,Gia Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,JK/SI,4.78,0.29,GIA,902784895,,50600.0,sold
YRA-0087-18Y-OS,NK-027,Gia Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,HI/SI,5.736,0.27,GIA,113973187,,76200.0,sold
YRA-0087-18W-OS,NK-027,Gia Diamond Pendant,Necklaces & Pendants,18Kt,White,,JK/SI,5.736,0.3,GIA,698883316,,68400.0,in_stock
YRA-0088-14R-OS,NK-028,Hia Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,IJ/SI,2.736,0.4,IGI,468226590,,44000.0,in_stock
YRA-0088-14Y-OS,NK-028,Hia Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,IJ/SI,2.736,0.38,GIA,188842301,,42900.0,sold
YRA-0088-18R-OS,NK-028,Hia Diamond Pendant,Necklaces & Pendants,18Kt,Rose,,HI/SI,3.283,0.41,IGI,667259199,,61800.0,in_stock
YRA-0088-18W-OS,NK-028,Hia Diamond Pendant,Necklaces & Pendants,18Kt,White,,HI/SI,3.283,0.39,GIA,370519049,,60300.0,in_stock
YRA-0089-14R-OS,NK-029,Isha Diamond Pendant,Necklaces & Pendants,14Kt,Rose,,HI/SI,6.219,0.98,IGI,881558318,,121200.0,in_stock
YRA-0089-14Y-OS,NK-029,Isha Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,HI/SI,6.219,0.99,IGI,597906925,,121900.0,sold
YRA-0089-18Y-OS,NK-029,Isha Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,IJ/SI,7.463,1.0,GIA,620257947,,127500.0,sold
YRA-0089-18W-OS,NK-029,Isha Diamond Pendant,Necklaces & Pendants,18Kt,White,,HI/SI,7.463,1.01,IGI,319519883,,146000.0,sold
YRA-0090-14Y-OS,NK-030,Jia Diamond Pendant,Necklaces & Pendants,14Kt,Yellow,,HI/SI,3.722,0.28,GIA,799975378,,50700.0,in_stock
YRA-0090-14W-OS,NK-030,Jia Diamond Pendant,Necklaces & Pendants,14Kt,White,,HI/SI,3.722,0.28,GIA,843063869,,50700.0,sold
YRA-0090-18W-OS,NK-030,Jia Diamond Pendant,Necklaces & Pendants,18Kt,White,,IJ/SI,4.466,0.25,GIA,167368383,,57700.0,in_stock
YRA-0090-18Y-OS,NK-030,Jia Diamond Pendant,Necklaces & Pendants,18Kt,Yellow,,HI/SI,4.466,0.28,IGI,521233571,,64300.0,in_stock
YRA-0091-14Y-OS,BR-001,Aura Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,5.354,0.11,GIA,358182086,,52200.0,sold
YRA-0091-14W-OS,BR-001,Aura Diamond Bracelet,Bracelets & Bangles,14Kt,White,,JK/SI,5.354,0.15,IGI,697200036,,50000.0,in_stock
YRA-0091-18R-OS,BR-001,Aura Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,6.425,0.11,IGI,614157782,,69700.0,sold
YRA-0091-18W-OS,BR-001,Aura Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,6.425,0.11,IGI,300722620,,68000.0,in_stock
YRA-0092-14Y-OS,BR-002,Celeste Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,4.381,0.93,IGI,857987301,,102400.0,in_stock
YRA-0092-14W-OS,BR-002,Celeste Diamond Bracelet,Bracelets & Bangles,14Kt,White,,IJ/SI,4.381,0.93,GIA,526231301,,85800.0,in_stock
YRA-0092-18W-OS,BR-002,Celeste Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,5.257,0.91,GIA,324152401,,86700.0,in_stock
YRA-0092-18Y-OS,BR-002,Celeste Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,HI/SI,5.257,0.94,GIA,218541923,,119100.0,in_stock
YRA-0093-14R-OS,BR-003,Vega Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,IJ/SI,2.389,0.42,IGI,630574395,,42100.0,in_stock
YRA-0093-14W-OS,BR-003,Vega Diamond Bracelet,Bracelets & Bangles,14Kt,White,,HI/SI,2.389,0.45,IGI,184669131,,51700.0,in_stock
YRA-0093-18Y-OS,BR-003,Vega Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,2.867,0.43,GIA,756078328,,51400.0,in_stock
YRA-0093-18W-OS,BR-003,Vega Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,2.867,0.42,IGI,123158138,,44400.0,sold
YRA-0094-14Y-OS,BR-004,Ira Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,JK/SI,5.225,0.06,IGI,371276949,,45500.0,sold
YRA-0094-14R-OS,BR-004,Ira Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,HI/SI,5.225,0.07,GIA,510483016,,48200.0,in_stock
YRA-0094-18R-OS,BR-004,Ira Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,JK/SI,6.27,0.08,GIA,918547282,,65400.0,in_stock
YRA-0094-18Y-OS,BR-004,Ira Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,6.27,0.07,GIA,962884268,,66100.0,in_stock
YRA-0095-14Y-OS,BR-005,Zoya Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,JK/SI,3.856,0.99,IGI,212586170,,69400.0,in_stock
YRA-0095-14R-OS,BR-005,Zoya Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,IJ/SI,3.856,0.99,GIA,494198132,,84700.0,in_stock
YRA-0095-18Y-OS,BR-005,Zoya Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,JK/SI,4.627,0.97,IGI,797868154,,82800.0,in_stock
YRA-0095-18R-OS,BR-005,Zoya Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,4.627,0.97,IGI,795563442,,97700.0,in_stock
YRA-0096-14W-OS,BR-006,Meera Diamond Bracelet,Bracelets & Bangles,14Kt,White,,JK/SI,3.293,0.86,GIA,908670095,,59900.0,in_stock
YRA-0096-14Y-OS,BR-006,Meera Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,3.293,0.84,IGI,842113802,,87000.0,sold
YRA-0096-18W-OS,BR-006,Meera Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,3.952,0.85,IGI,804499082,,71500.0,in_stock
YRA-0096-18R-OS,BR-006,Meera Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,3.952,0.83,GIA,183689393,,83500.0,in_stock
YRA-0097-14Y-OS,BR-007,Tara Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,IJ/SI,2.301,0.75,GIA,848152501,,59000.0,in_stock
YRA-0097-14W-OS,BR-007,Tara Diamond Bracelet,Bracelets & Bangles,14Kt,White,,JK/SI,2.301,0.76,IGI,594599969,,47800.0,in_stock
YRA-0097-18Y-OS,BR-007,Tara Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,HI/SI,2.761,0.76,IGI,324274140,,81400.0,sold
YRA-0097-18W-OS,BR-007,Tara Diamond Bracelet,Bracelets & Bangles,18Kt,White,,IJ/SI,2.761,0.77,IGI,303955303,,68500.0,in_stock
YRA-0098-14R-OS,BR-008,Kiara Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,HI/SI,2.403,0.54,GIA,372665933,,58300.0,in_stock
YRA-0098-14Y-OS,BR-008,Kiara Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,2.403,0.53,IGI,169577488,,57500.0,in_stock
YRA-0098-18R-OS,BR-008,Kiara Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,2.884,0.55,GIA,682162771,,58000.0,in_stock
YRA-0098-18Y-OS,BR-008,Kiara Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,JK/SI,2.884,0.52,GIA,497802430,,48400.0,in_stock
YRA-0099-14W-OS,BR-009,Nyla Diamond Bracelet,Bracelets & Bangles,14Kt,White,,IJ/SI,4.354,1.22,GIA,358637672,,101100.0,in_stock
YRA-0099-14Y-OS,BR-009,Nyla Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,4.354,1.2,IGI,206951192,,121300.0,in_stock
YRA-0099-18R-OS,BR-009,Nyla Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,5.225,1.19,GIA,623371620,,115400.0,in_stock
YRA-0099-18Y-OS,BR-009,Nyla Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,JK/SI,5.225,1.2,GIA,200645771,,97400.0,in_stock
YRA-0100-14Y-OS,BR-010,Rhea Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,IJ/SI,4.182,0.36,GIA,356710183,,53800.0,sold
YRA-0100-14W-OS,BR-010,Rhea Diamond Bracelet,Bracelets & Bangles,14Kt,White,,HI/SI,4.182,0.37,IGI,619655417,,60900.0,in_stock
YRA-0100-18W-OS,BR-010,Rhea Diamond Bracelet,Bracelets & Bangles,18Kt,White,,IJ/SI,5.018,0.35,IGI,357416012,,68500.0,in_stock
YRA-0100-18R-OS,BR-010,Rhea Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,5.018,0.37,IGI,208984511,,69600.0,in_stock
YRA-0101-14W-OS,BR-011,Sana Diamond Bracelet,Bracelets & Bangles,14Kt,White,,IJ/SI,3.194,0.35,GIA,173171029,,45100.0,in_stock
YRA-0101-14R-OS,BR-011,Sana Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,IJ/SI,3.194,0.39,GIA,293244302,,47200.0,in_stock
YRA-0101-18W-OS,BR-011,Sana Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,3.833,0.38,IGI,676736040,,52500.0,in_stock
YRA-0101-18Y-OS,BR-011,Sana Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,JK/SI,3.833,0.38,IGI,799152207,,52500.0,in_stock
YRA-0102-14Y-OS,BR-012,Diya Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,3.743,0.71,GIA,332967546,,81400.0,sold
YRA-0102-14R-OS,BR-012,Diya Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,HI/SI,3.743,0.68,IGI,426893931,,79300.0,in_stock
YRA-0102-18W-OS,BR-012,Diya Diamond Bracelet,Bracelets & Bangles,18Kt,White,,IJ/SI,4.492,0.71,IGI,829199618,,82500.0,in_stock
YRA-0102-18Y-OS,BR-012,Diya Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,4.492,0.68,IGI,170677952,,80900.0,in_stock
YRA-0103-14R-OS,BR-013,Aria Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,IJ/SI,4.302,0.37,GIA,342968786,,55300.0,sold
YRA-0103-14Y-OS,BR-013,Aria Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,4.302,0.39,GIA,290598160,,63300.0,in_stock
YRA-0103-18W-OS,BR-013,Aria Diamond Bracelet,Bracelets & Bangles,18Kt,White,,HI/SI,5.162,0.38,IGI,989087883,,78300.0,sold
YRA-0103-18Y-OS,BR-013,Aria Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,5.162,0.37,GIA,610097290,,71000.0,in_stock
YRA-0104-14W-OS,BR-014,Luna Diamond Bracelet,Bracelets & Bangles,14Kt,White,,HI/SI,5.203,0.48,IGI,351588660,,77200.0,in_stock
YRA-0104-14Y-OS,BR-014,Luna Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,IJ/SI,5.203,0.46,GIA,371847290,,67600.0,sold
YRA-0104-18W-OS,BR-014,Luna Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,6.244,0.49,GIA,864571901,,80600.0,in_stock
YRA-0104-18Y-OS,BR-014,Luna Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,HI/SI,6.244,0.46,IGI,410997681,,94800.0,in_stock
YRA-0105-14R-OS,BR-015,Ivy Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,JK/SI,5.391,0.46,GIA,660383096,,62100.0,sold
YRA-0105-14Y-OS,BR-015,Ivy Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,5.391,0.45,GIA,712371107,,76600.0,in_stock
YRA-0105-18W-OS,BR-015,Ivy Diamond Bracelet,Bracelets & Bangles,18Kt,White,,IJ/SI,6.469,0.47,GIA,662495187,,89400.0,in_stock
YRA-0105-18R-OS,BR-015,Ivy Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,JK/SI,6.469,0.47,IGI,770284027,,82100.0,in_stock
YRA-0106-14R-OS,BR-016,Maya Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,HI/SI,2.956,0.17,GIA,195509789,,36500.0,sold
YRA-0106-14W-OS,BR-016,Maya Diamond Bracelet,Bracelets & Bangles,14Kt,White,,IJ/SI,2.956,0.15,GIA,243805132,,32500.0,sold
YRA-0106-18Y-OS,BR-016,Maya Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,3.547,0.17,GIA,812251940,,44300.0,in_stock
YRA-0106-18R-OS,BR-016,Maya Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,HI/SI,3.547,0.15,IGI,385645495,,45900.0,in_stock
YRA-0107-14R-OS,BR-017,Nora Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,IJ/SI,4.294,0.35,GIA,288354489,,54200.0,sold
YRA-0107-14W-OS,BR-017,Nora Diamond Bracelet,Bracelets & Bangles,14Kt,White,,JK/SI,4.294,0.37,IGI,523085171,,49600.0,in_stock
YRA-0107-18W-OS,BR-017,Nora Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,5.153,0.37,IGI,781382309,,65200.0,in_stock
YRA-0107-18R-OS,BR-017,Nora Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,HI/SI,5.153,0.36,GIA,922691566,,76800.0,sold
YRA-0108-14Y-OS,BR-018,Pia Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,IJ/SI,4.919,0.74,IGI,175216822,,80200.0,sold
YRA-0108-14R-OS,BR-018,Pia Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,HI/SI,4.919,0.74,IGI,104225747,,93300.0,in_stock
YRA-0108-18Y-OS,BR-018,Pia Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,HI/SI,5.903,0.75,IGI,125707419,,112000.0,in_stock
YRA-0108-18R-OS,BR-018,Pia Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,HI/SI,5.903,0.75,IGI,604519673,,112000.0,in_stock
YRA-0109-14Y-OS,BR-019,Riya Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,IJ/SI,4.35,0.15,IGI,168077883,,44000.0,in_stock
YRA-0109-14W-OS,BR-019,Riya Diamond Bracelet,Bracelets & Bangles,14Kt,White,,IJ/SI,4.35,0.17,IGI,950124058,,45100.0,sold
YRA-0109-18R-OS,BR-019,Riya Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,HI/SI,5.22,0.16,IGI,749802612,,63300.0,sold
YRA-0109-18W-OS,BR-019,Riya Diamond Bracelet,Bracelets & Bangles,18Kt,White,,HI/SI,5.22,0.16,IGI,843708462,,63300.0,in_stock
YRA-0110-14Y-OS,BR-020,Sia Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,HI/SI,3.328,0.42,IGI,985680955,,57400.0,in_stock
YRA-0110-14R-OS,BR-020,Sia Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,HI/SI,3.328,0.41,IGI,306934478,,56700.0,sold
YRA-0110-18Y-OS,BR-020,Sia Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,3.994,0.42,IGI,906210293,,62100.0,in_stock
YRA-0110-18W-OS,BR-020,Sia Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,3.994,0.41,GIA,877849148,,55200.0,in_stock
YRA-0111-14Y-OS,BR-021,Avni Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,JK/SI,3.03,0.47,GIA,240905412,,42900.0,in_stock
YRA-0111-14W-OS,BR-021,Avni Diamond Bracelet,Bracelets & Bangles,14Kt,White,,IJ/SI,3.03,0.44,GIA,525758121,,48500.0,in_stock
YRA-0111-18W-OS,BR-021,Avni Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,3.636,0.43,GIA,195710159,,52400.0,in_stock
YRA-0111-18R-OS,BR-021,Avni Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,HI/SI,3.636,0.44,IGI,288209049,,67400.0,sold
YRA-0112-14W-OS,BR-022,Bela Diamond Bracelet,Bracelets & Bangles,14Kt,White,,HI/SI,5.948,0.6,IGI,769735848,,91900.0,in_stock
YRA-0112-14R-OS,BR-022,Bela Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,IJ/SI,5.948,0.59,IGI,582782762,,80700.0,in_stock
YRA-0112-18R-OS,BR-022,Bela Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,7.138,0.6,GIA,937255733,,103000.0,sold
YRA-0112-18W-OS,BR-022,Bela Diamond Bracelet,Bracelets & Bangles,18Kt,White,,JK/SI,7.138,0.61,IGI,212688013,,94100.0,sold
YRA-0113-14R-OS,BR-023,Cia Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,HI/SI,2.395,1.26,GIA,569604781,,109400.0,in_stock
YRA-0113-14Y-OS,BR-023,Cia Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,JK/SI,2.395,1.26,IGI,868662935,,67600.0,sold
YRA-0113-18Y-OS,BR-023,Cia Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,JK/SI,2.874,1.26,IGI,669112032,,76300.0,in_stock
YRA-0113-18W-OS,BR-023,Cia Diamond Bracelet,Bracelets & Bangles,18Kt,White,,HI/SI,2.874,1.25,GIA,281583716,,117400.0,in_stock
YRA-0114-14W-OS,BR-024,Dua Diamond Bracelet,Bracelets & Bangles,14Kt,White,,JK/SI,3.741,0.31,GIA,607631685,,42700.0,in_stock
YRA-0114-14Y-OS,BR-024,Dua Diamond Bracelet,Bracelets & Bangles,14Kt,Yellow,,IJ/SI,3.741,0.32,GIA,522196969,,48000.0,in_stock
YRA-0114-18W-OS,BR-024,Dua Diamond Bracelet,Bracelets & Bangles,18Kt,White,,IJ/SI,4.489,0.34,IGI,973390499,,62700.0,in_stock
YRA-0114-18Y-OS,BR-024,Dua Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,HI/SI,4.489,0.34,GIA,650638409,,68800.0,in_stock
YRA-0115-14W-OS,BR-025,Ela Diamond Bracelet,Bracelets & Bangles,14Kt,White,,HI/SI,6.458,0.25,IGI,717285663,,71300.0,in_stock
YRA-0115-14R-OS,BR-025,Ela Diamond Bracelet,Bracelets & Bangles,14Kt,Rose,,IJ/SI,6.458,0.28,IGI,140289767,,68400.0,sold
YRA-0115-18R-OS,BR-025,Ela Diamond Bracelet,Bracelets & Bangles,18Kt,Rose,,IJ/SI,7.75,0.28,GIA,423806610,,92000.0,in_stock
YRA-0115-18Y-OS,BR-025,Ela Diamond Bracelet,Bracelets & Bangles,18Kt,Yellow,,IJ/SI,7.75,0.26,GIA,218371411,,90900.0,sold
YRA-0116-14W-OS,BR-026,Fia Diamond Bracelet,Bracelets & Bangles,14Kt,White,,IJ/SI,2.057,0.3,GIA,641755260,,33000.0,in_stock
